001/004_2015-07-29_02-53-20.log:<181>Jul 29 03:40:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
001/054_2015-08-03_16-47-42.log:<181>Aug  3 16:40:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/054_2015-08-03_16-47-42.log:<181>Aug  3 16:56:06 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/054_2015-08-03_16-47-42.log:<181>Aug  3 17:00:26 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: f0-c1-f1-ac-e3-9a, IP: 192.168.1.110]
001/054_2015-08-03_16-47-42.log:<181>Aug  3 18:41:50 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-7b-21-4e-c1-ce, IP: 192.168.179.37]
001/054_2015-08-03_16-47-42.log:<181>Aug  3 18:51:01 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: f0-db-f8-c4-c6-a0, IP: 192.168.1.11]
001/054_2015-08-03_16-47-42.log:<181>Aug  3 19:06:24 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.40]
001/054_2015-08-03_16-47-42.log:<181>Aug  3 19:25:35 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.40]
001/054_2015-08-03_16-47-42.log:<181>Aug  3 19:26:12 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 0-54-a5-f5-b8-fd, IP: 192.168.179.41]
001/054_2015-08-03_16-47-42.log:<181>Aug  3 19:27:49 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.40]
001/054_2015-08-03_16-47-42.log:<181>Aug  3 19:35:56 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/054_2015-08-03_16-47-42.log:<181>Aug  3 19:36:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/054_2015-08-03_16-47-42.log:<181>Aug  3 20:02:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/055_2015-08-03_20-39-23.log:<181>Aug  3 20:42:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/055_2015-08-03_20-39-23.log:<181>Aug  3 22:01:03 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
001/055_2015-08-03_20-39-23.log:<181>Aug  3 22:07:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
001/055_2015-08-03_20-39-23.log:<181>Aug  3 22:26:38 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
001/055_2015-08-03_20-39-23.log:<181>Aug  3 23:10:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
001/056_2015-08-04_04-05-32.log:<181>Aug  4 04:01:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 80-ea-96-10-ca-e8, IP: 192.168.179.36]
001/056_2015-08-04_04-05-32.log:<181>Aug  4 04:35:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-e7-1-b8-f1-59, IP: 192.168.179.41]
001/056_2015-08-04_04-05-32.log:<181>Aug  4 04:36:18 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 78-6a-89-46-9d-39, IP: 192.168.179.42]
001/056_2015-08-04_04-05-32.log:<181>Aug  4 04:36:22 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 78-6a-89-46-9d-39, IP: 192.168.179.42]
001/056_2015-08-04_04-05-32.log:<181>Aug  4 05:35:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/056_2015-08-04_04-05-32.log:<181>Aug  4 08:04:16 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.32]
001/056_2015-08-04_04-05-32.log:<181>Aug  4 10:29:49 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.40]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 11:03:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-e-85-55-7e-be, IP: 192.168.179.35]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 11:03:50 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 11:05:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.40]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 11:36:20 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f0-2f-87-86-c5, IP: 192.168.1.11]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 12:30:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 12:38:20 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 13:25:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 78-6a-89-46-9d-39, IP: 192.168.179.42]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 14:05:57 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 14:38:47 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 14:40:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.33]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 14:41:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 14:45:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 15:46:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 15:46:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 15:47:18 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 15:47:23 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/057_2015-08-04_11-01-19.log:<181>Aug  4 15:59:41 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-f4-b9-47-7d-f0, IP: 192.168.1.104]
001/058_2015-08-04_16-08-01.log:<181>Aug  4 16:12:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
001/058_2015-08-04_16-08-01.log:<181>Aug  4 16:47:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.43]
001/058_2015-08-04_16-08-01.log:<181>Aug  4 16:58:05 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/058_2015-08-04_16-08-01.log:<181>Aug  4 17:20:41 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/058_2015-08-04_16-08-01.log:<181>Aug  4 18:33:30 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: d4-f4-6f-aa-f9-98, IP: 192.168.179.38]
001/059_2015-08-04_18-48-49.log:<181>Aug  4 19:42:17 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/059_2015-08-04_18-48-49.log:<181>Aug  4 21:32:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/059_2015-08-04_18-48-49.log:<181>Aug  4 22:08:50 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/060_2015-08-04_22-26-01.log:<181>Aug  4 22:45:44 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/060_2015-08-04_22-26-01.log:<181>Aug  4 23:49:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 54-4-a6-db-ba-a0, IP: 192.168.179.34]
001/060_2015-08-04_22-26-01.log:<181>Aug  5 00:28:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-0-27-3d-f5-69, IP: 192.168.179.38]
001/060_2015-08-04_22-26-01.log:<181>Aug  5 00:32:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-0-27-3d-f5-69, IP: 192.168.179.38]
001/060_2015-08-04_22-26-01.log:<181>Aug  5 00:38:01 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-0-27-3d-f5-69, IP: 192.168.179.38]
001/061_2015-08-05_02-37-53.log:<181>Aug  5 06:45:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f4-9-d8-72-f0-cd, IP: 192.168.1.12]
001/062_2015-08-05_06-52-37.log:<181>Aug  5 07:16:29 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/062_2015-08-05_06-52-37.log:<181>Aug  5 10:09:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/062_2015-08-05_06-52-37.log:<181>Aug  5 10:49:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/063_2015-08-05_11-05-43.log:<181>Aug  5 11:12:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/063_2015-08-05_11-05-43.log:<181>Aug  5 11:12:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/063_2015-08-05_11-05-43.log:<181>Aug  5 11:12:45 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/063_2015-08-05_11-05-43.log:<181>Aug  5 11:13:50 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/063_2015-08-05_11-05-43.log:<181>Aug  5 11:18:17 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-40-e2-d8-b9-fc, IP: 192.168.179.51]
001/063_2015-08-05_11-05-43.log:<181>Aug  5 11:18:56 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-40-e2-d8-b9-fc, IP: 192.168.179.51]
001/063_2015-08-05_11-05-43.log:<181>Aug  5 11:24:58 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-40-e2-d8-b9-fc, IP: 192.168.179.51]
001/063_2015-08-05_11-05-43.log:<181>Aug  5 11:25:01 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-40-e2-d8-b9-fc, IP: 192.168.179.51]
001/063_2015-08-05_11-05-43.log:<181>Aug  5 11:25:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-40-e2-d8-b9-fc, IP: 192.168.179.51]
001/064_2015-08-05_12-44-29.log:<181>Aug  5 13:34:35 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 40-f0-2f-87-86-c5, IP: 192.168.1.11]
001/064_2015-08-05_12-44-29.log:<181>Aug  5 13:42:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/064_2015-08-05_12-44-29.log:<181>Aug  5 13:42:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/064_2015-08-05_12-44-29.log:<181>Aug  5 14:06:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/064_2015-08-05_12-44-29.log:<181>Aug  5 14:38:13 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/064_2015-08-05_12-44-29.log:<181>Aug  5 14:47:17 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/064_2015-08-05_12-44-29.log:<181>Aug  5 15:24:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/064_2015-08-05_12-44-29.log:<181>Aug  5 15:24:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/064_2015-08-05_12-44-29.log:<181>Aug  5 16:05:41 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 0-f4-b9-47-7d-f0, IP: 192.168.1.104]
001/064_2015-08-05_12-44-29.log:<181>Aug  5 16:15:49 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
001/065_2015-08-05_16-54-38.log:<181>Aug  5 17:02:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/065_2015-08-05_16-54-38.log:<181>Aug  5 17:36:29 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.32]
001/065_2015-08-05_16-54-38.log:<181>Aug  5 18:27:16 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c0-9f-42-7a-ed-2b, IP: 192.168.1.45]
001/065_2015-08-05_16-54-38.log:<181>Aug  5 18:52:58 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.179.44]
001/065_2015-08-05_16-54-38.log:<181>Aug  5 19:27:05 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.179.44]
001/065_2015-08-05_16-54-38.log:<181>Aug  5 19:30:53 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.1.10]
001/065_2015-08-05_16-54-38.log:<181>Aug  5 19:31:10 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.11]
001/065_2015-08-05_16-54-38.log:<181>Aug  5 19:54:15 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.32]
001/066_2015-08-05_20-10-50.log:<181>Aug  6 00:10:05 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/067_2015-08-06_03-45-46.log:<134>Aug  6 06:56:14 Vigor: [ARP][LAN IP conflict - lan ip conflicts with the one host whose MAC is 10:7B:EF:C5:E9:E0, please contact with the administrator]
001/067_2015-08-06_03-45-46.log:<181>Aug  6 05:16:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-40-e2-d8-b9-fc, IP: 192.168.179.51]
001/067_2015-08-06_03-45-46.log:<181>Aug  6 06:13:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/067_2015-08-06_03-45-46.log:<181>Aug  6 06:51:08 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: f4-9-d8-72-f0-cd, IP: 192.168.1.12]
001/067_2015-08-06_03-45-46.log:<181>Aug  6 06:56:14 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 70-18-8b-18-ec-c1, IP: 192.168.1.12]
001/067_2015-08-06_03-45-46.log:<181>Aug  6 07:16:53 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/067_2015-08-06_03-45-46.log:<181>Aug  6 08:54:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.11]
001/068_2015-08-06_09-43-46.log:<181>Aug  6 13:18:53 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/068_2015-08-06_09-43-46.log:<181>Aug  6 13:34:50 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/068_2015-08-06_09-43-46.log:<181>Aug  6 14:20:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.179.44]
001/069_2015-08-06_15-56-39.log:<181>Aug  6 18:50:14 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 1c-7b-21-4e-c1-ce, IP: 192.168.179.37]
001/069_2015-08-06_15-56-39.log:<181>Aug  6 19:45:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/069_2015-08-06_15-56-39.log:<181>Aug  6 19:49:17 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/069_2015-08-06_15-56-39.log:<181>Aug  6 20:03:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.179.44]
001/069_2015-08-06_15-56-39.log:<181>Aug  6 20:29:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/071_2015-08-07_02-06-55.log:<181>Aug  7 04:08:01 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 80-ea-96-10-ca-e8, IP: 192.168.179.36]
001/071_2015-08-07_02-06-55.log:<181>Aug  7 05:28:22 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.32]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 06:38:43 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 60-e7-1-b8-f1-59, IP: 192.168.179.41]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 06:58:49 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 70-18-8b-18-ec-c1, IP: 192.168.1.12]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 07:03:50 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.1.10]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 07:48:16 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 08:04:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.179.44]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 08:13:35 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 78-6a-89-46-9d-39, IP: 192.168.179.42]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 08:13:39 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 78-6a-89-46-9d-39, IP: 192.168.179.42]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 08:37:25 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 08:42:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-e-85-55-7e-be, IP: 192.168.179.35]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 08:59:29 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.11]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 09:10:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-7b-21-4e-c1-ce, IP: 192.168.179.36]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 09:10:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-7b-21-4e-c1-ce, IP: 192.168.179.36]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 09:52:16 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 70-18-8b-18-ec-c1, IP: 192.168.1.10]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 10:23:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 70-18-8b-18-ec-c1, IP: 192.168.1.10]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 11:15:08 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.40]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 11:34:31 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.43]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 11:34:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.43]
001/072_2015-08-07_06-44-35.log:<181>Aug  7 11:40:15 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 40-f0-2f-87-86-c5, IP: 192.168.179.39]
001/073_2015-08-07_13-14-15.log:<134>Aug  7 18:53:19 Vigor: [ARP][LAN IP conflict - lan ip conflicts with the one host whose MAC is 10:7B:EF:C5:E9:E0, please contact with the administrator]
001/073_2015-08-07_13-14-15.log:<181>Aug  7 14:06:23 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 78-6a-89-46-9d-91, IP: 192.168.179.37]
001/073_2015-08-07_13-14-15.log:<181>Aug  7 14:26:02 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 78-6a-89-46-9d-39, IP: 192.168.179.42]
001/073_2015-08-07_13-14-15.log:<181>Aug  7 14:40:31 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.179.44]
001/073_2015-08-07_13-14-15.log:<181>Aug  7 14:43:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.43]
001/073_2015-08-07_13-14-15.log:<181>Aug  7 17:25:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/073_2015-08-07_13-14-15.log:<181>Aug  7 19:06:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.11]
001/073_2015-08-07_13-14-15.log:<181>Aug  7 20:02:01 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-c2-6d-f7, IP: 192.168.179.39]
001/074_2015-08-07_20-20-39.log:<181>Aug  7 20:16:10 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-ee-bd-ab-81-46, IP: 192.168.179.40]
001/074_2015-08-07_20-20-39.log:<181>Aug  7 20:28:24 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-59-29-a1-52-e3, IP: 192.168.179.41]
001/074_2015-08-07_20-20-39.log:<181>Aug  7 20:30:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-59-29-a1-52-e3, IP: 192.168.179.41]
001/074_2015-08-07_20-20-39.log:<181>Aug  7 20:48:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 48-59-29-a1-52-e3, IP: 192.168.179.41]
001/074_2015-08-07_20-20-39.log:<181>Aug  7 21:30:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/074_2015-08-07_20-20-39.log:<181>Aug  7 22:02:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/074_2015-08-07_20-20-39.log:<181>Aug  7 22:27:07 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/074_2015-08-07_20-20-39.log:<181>Aug  7 22:41:23 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/074_2015-08-07_20-20-39.log:<181>Aug  7 23:54:07 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 54-4-a6-db-ba-a0, IP: 192.168.179.34]
001/074_2015-08-07_20-20-39.log:<181>Aug  8 00:34:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.11]
001/074_2015-08-07_20-20-39.log:<181>Aug  8 00:49:34 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 0-0-27-3d-f5-69, IP: 192.168.179.38]
001/074_2015-08-07_20-20-39.log:<181>Aug  8 01:32:32 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 0-4-20-2d-7b-93, IP: 192.168.1.34]
001/074_2015-08-07_20-20-39.log:<181>Aug  8 01:33:03 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-4-20-2d-7b-93, IP: 192.168.1.12]
001/074_2015-08-07_20-20-39.log:<181>Aug  8 02:44:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/074_2015-08-07_20-20-39.log:<181>Aug  8 03:02:17 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/074_2015-08-07_20-20-39.log:<181>Aug  8 03:02:25 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/074_2015-08-07_20-20-39.log:<181>Aug  8 03:04:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
001/074_2015-08-07_20-20-39.log:<181>Aug  8 03:05:07 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.32]
